,ENTRPRS,PRDUCT,REGIST_DT,STTEMNT_NO
382,(주)메디오젠,7종알파혼합유산균,20150522,2004002002986
383,(주)메디오젠,7종알파혼합유산균-10,20150522,20040020029130
384,(주)메디오젠,7종알파혼합유산균-50,20150522,20040020029131
385,(주)메디오젠,7종알파혼합유산균-L2,20150522,20040020029132
386,(주)쎌바이오텍,7종혼합유산균,20150522,2004001701730
387,(주)다스코바이오,8030칼슘골드클레스,20160721,2012001701044
388,에이펙셀(주),8030칼슘마그비타,20160531,201500080212
389,에이펙셀(주),8030칼슘분말(원료),20180104,2015000802114
390,(주)다스코바이오,8030칼슘프리미엄,20150522,2012001701016
391,에이펙셀(주),8030칼슘프리미엄,20160713,201500080214
392,(주)케미메디 한국전통의학연구소 식품사업부,8030칼슘프리미엄,20170126,201500080063
393,(주)다스코바이오,8030칼슘프리미엄츄어블,20160701,2012001701042
394,에이펙셀(주),8030칼슘프리미엄츄어블,20171211,2015000802111
395,주식회사 락토메이슨,8종 혼합유산균,20160620,20100016005190
396,주식회사 락토메이슨,8종 혼합유산균 엘에스(LS),20171220,20100016005235
397,(주)메디오젠,8종맘스유산균,20181005,20040020029262
398,(주)메디오젠,8종알파혼합유산균,20150522,2004002002990
399,(주)메디오젠,8종이지아이생유산균,20181106,20040020029277
400,(주)메디오젠,8종혼합유산균 엔,20170302,20040020029211
401,(주)메디오젠,8종혼합유산균에스에이치티(SHT),20181005,20040020029264
402,(주)메디오젠,8종혼합유산균제이(J),20150522,20040020029146
403,(주)건풍바이오,94브로커(94BLOCKER),20170712,2004001901433
404,(주)한국씨엔에스팜,9988 슈퍼칸 포르테,20150522,200400200071223
405,(주)한국씨엔에스팜,9988나토키나제,20150522,200400200071002
406,(주)한국씨엔에스팜,9988브레인,20150522,20040020007903
407,(주)한국씨엔에스팜,9988프로바이오틱스,20150522,200400200071434
408,(주)쎌바이오텍,9GV1,20150522,20040017017671
409,(주)메디오젠,9종 조공혼합유산균,20180912,20040020029257
410,(주)레인보우바이오테크,9종 혼합유산균,20150522,2009001504713
411,일동바이오사이언스(주),9종 혼합유산균,20180116,20140017002114
412,일동바이오사이언스(주),9종 혼합유산균 분말,20180911,20140017002129
413,주식회사 락토메이슨,9종 혼합유산균 케이이(KE),20171220,20100016005236
414,(주)메디오젠,9종라비센슈퍼유산균,20181112,20040020029279
415,(주)메디오젠,9종라비센키즈유산균,20181112,20040020029280
416,(주)메디오젠,9종라비센킹유산균,20181112,20040020029281
417,(주)메디오젠,9종바이오유산균,20181106,20040020029275
418,(주)메디오젠,9종비너스유산균,20181005,20040020029261
419,(주)메디오젠,9종아이혼합유산균,20170307,20040020029212
420,(주)메디오젠,9종알파혼합유산균,20150522,2004002002991
421,(주)메디오젠,9종키즈유산균,20181005,20040020029263
422,(주)메디오젠,9종패밀리유산균,20181005,20040020029265
423,(주)메디오젠,9종혼합유산균,20150522,2004002002978
424,(주)메디오젠,9종혼합유산균 비알,20180109,20040020029228
425,(주)메디오젠,9종혼합유산균 에이지(AG),20150724,20040020029171
426,(주)메디오젠,9종혼합유산균 엘케이(LK)1,20180905,20040020029256
427,(주)메디오젠,9종혼합유산균-D,20150522,20040020029107
428,(주)메디오젠,9종혼합유산균G,20180927,20040020029260
429,(주)메디오젠,9종혼합유산균비에프엘,20181122,20040020029284
430,(주)메디오젠,9종혼합유산균엔H,20180525,20040020029243
431,(주)쎌바이오텍,AAD Recovery,20150522,20040017017670
432,서울프로폴리스(주),ABC(에이비씨) 수용성프로폴리스추출물,20170223,2010002006020
433,(주)한국야쿠르트 평택 프로바이오틱스 플랜트,AC-1 혼합유산균분말,20160719,201400171076
434,(주)한국씨엔에스팜,ACTIVE LIVER The Gold Edition,20151118,200400200071573
435,(주)서흥 오창공장,AHCC 홍삼,20180516,2013002002499
436,코스맥스바이오(주),ALGAE OIL CHEWABLE(전량수출용),20170724,200400200022052
437,엠에스바이오텍(주),AMPM(에이엠피엠)하루면역,20170515,20040020020539
438,(주)에스트라,APIC 대두배아열수추출물등 복합물,20160225,20040017031130
439,콜마비앤에이치(주)푸디팜사업부문,ATOMY 100% PURE SPIRULINA(수출용),20180810,200600200031351
440,콜마비앤에이치(주)선바이오텍사업부문,ATOMY HemoHIM(말레이시아 수출용),20181004,2012002007513
441,콜마비앤에이치(주)푸디팜사업부문,ATOMY PU'ER TEA(수출용),20180810,200600200031352
442,콜마비앤에이치(주)푸디팜사업부문,"ATOMY SAW PALMETTO (미국,싱가폴 수출용)",20170217,200600200031063
443,(주)쎌바이오텍,ATP-P,20150522,20040017017745
444,(주)쎌바이오텍,ATP-SP,20150522,20040017017753
445,(주)네추럴에프앤피,AdaptoGin(전량수출용),20180117,200400200141033
446,(주)뉴트리바이오텍,Advanced Ambrotose powder,20150522,20070017035512
447,(주)유유헬스케어,Affirm 9988(전량수출용),20150522,20040015107461
448,(주)쎌바이오텍,Africa(MIX1EST),20150522,20040017017620
449,(주)뉴트리바이오텍,Alive LABs Baby Probiotics(전량 수출용),20170630,20070017035977
450,(주)뉴트리바이오텍,Alive LABs Kids Probiotics(전량 수출용),20170628,20070017035973
451,(주)뉴트리바이오텍,Alive LABs Men Probiotics (전량 수출용),20170628,20070017035976
452,(주)뉴트리바이오텍,Alive LABs Women Probiotics (전량수출용),20170628,20070017035975
453,(주)한국씨엔에스팜,All Love Lactobacillus γ,20150522,200400200071497
454,(주)쎌바이오텍,Allerprill Food,20150522,20040017017830
455,에프엔바이오(주),Amado Ben-C(아마도 벤-C)(수출용),20180314,20040020071312
456,에프엔바이오(주),Amado Ka-Ne Z(아마도카네지)(수출용),20180319,20040020071313
457,(주)쎌바이오텍,America(MIX2EST),20150522,20040017017619
458,(주)한국씨엔에스팜,AnnyeongDiet,20160804,200400200071682
459,주식회사 노바렉스,Apple Trim(수출용 제품),20150522,200400200081213
460,(주)쎌바이오텍,Asia(MIX3EST),20150522,20040017017618
461,콜마비앤에이치(주)선바이오텍사업부문,Atomy 5-Saw palmetto(수출용),20151113,201200200758
462,콜마비앤에이치(주)푸디팜사업부문,Atomy 5-Saw palmetto(수출용),20160926,200600200031013
463,콜마비앤에이치(주)선바이오텍사업부문,Atomy HemoHim(수출용),20151113,201200200757
464,콜마비앤에이치(주)푸디팜사업부문,Atomy Probiotics 10+ (싱가폴수출용),20170804,200600200031156
465,콜마비앤에이치(주)푸디팜사업부문,Atomy Probiotics 10+(대만수출용),20150522,20060020003701
466,콜마비앤에이치(주)푸디팜사업부문,Atomy Probiotics 10+(일본수출용),20150522,20060020003688
467,콜마비앤에이치(주)푸디팜사업부문,Atomy Probiotics 10+(캐나다수출용),20150522,20060020003786
468,콜마비앤에이치(주)푸디팜사업부문,Atomy Probiotics(미국수출용),20160325,20060020003930
469,콜마비앤에이치(주)푸디팜사업부문,Atomy Rhodiola Milk Thistle(수출용),20151109,20060020003866
470,(주)한국씨엔에스팜,B-콤플렉스 포르테,20150522,20040020007724
471,주식회사 노바렉스,B8 프로바이오틱스,20150522,200400200081053
472,(주)쎌바이오텍,BABELAC-S(베베락-S),20150522,20040017017514
473,(주)서흥,BAEKSOONG GOONG DIETARY SUPPLEMENT PRODUCT,20180405,200400200061282
474,(주)유유헬스케어,BB  collagen powder(전량수출용),20150522,20040015107529
475,(주)유유헬스케어,BB Vite Plus(전량수출용),20150522,20040015107528
476,주식회사 노바렉스,BCAA(수출용),20150522,200400200081182
477,(주)한국씨엔에스팜,BEAUTY PLUS Diet garcinia,20171107,200400200071876
478,한국바이오팜(주),BEAUTYFREE (수출용),20150522,20040020046451
479,이앤에스(주),BELL PROBIOTICS PLUS(전량수출용),20150522,2012001700238
480,이앤에스(주),BELL ZIME,20150626,2012001700242
481,인성제약(주),BELLA FACECLEAR,20150522,20040020019335
482,(주)바이오그랜드,BF-7 뉴로케어 키즈,20150522,2006001706814
483,(주)뉴트리바이오텍,BF-7 메모리 파워,20160331,20070017035801
484,(주)파미니티,BF-7 메모리파워,20170111,201300170017
485,(주)파미니티,BF-7 브레인스카이,20150522,201300170011
486,(주)바이오그랜드,BF-7 브레인파워,20150522,200600170688
487,(주)바이오그랜드,BF-7 브레인파워 액,20150522,2006001706816
488,(주)바이오그랜드,BF-7 브레인파워 캅셀,20150522,2006001706818
489,(주)한국씨엔에스팜,BF-7 헬시유스,20160118,200400200071597
490,(주)한국씨엔에스팜,BF-7한빛기억플러스골드,20160330,200400200071626
491,엠에스바이오텍(주),BF식이섬유,20150522,20040020020131
492,(주)비피도,BIFIDO Premium Probiotics(전량수출용),20180608,20040015070289
493,(주)비피도,BIFIDUS BOWEL (전량수출용),20160215,20040015070236
494,주식회사한미양행,BIOCARE(전량수출용),20180629,200400150831025
495,주식회사한미양행,BIOCARE-Balance(전량수출용),20181017,200400150831067
496,코스맥스바이오(주),BIONIC KID(전량수출용),20170316,200400200021985
497,(주)바이오리더스,BLS-락토바실러스 플란타럼 BLS41,20150522,200800200114
498,(주)비피도,BORI Probiotics(전량수출용),20170727,20040015070277
499,엠에스바이오텍(주),BSG(비에스지)알로에겔,20160205,20040020020462
500,(주)지디에프아이브레인셀연구소,BT-11원지추출분말,20160512,201600100021
501,(주)한국씨엔에스팜,BURN Slim,20150522,200400200071436
502,주식회사 노바렉스,BYO(바이오) 유산균 CJLP133,20150629,200400200081507
503,(주)한국씨엔에스팜,Baek Du San(전량수출용),20160613,200400200071657
504,콜마비앤에이치(주)푸디팜사업부문,Balance C 2000 (밸런스 씨 2000),20180116,200600200031231
505,(주)서흥,Bee Propolis 500mg,20150522,20040020006875
506,주식회사 노바렉스,Bi-Lact,20150522,200400200081435
507,(주)쎌바이오텍,Bifidobacterium 4 mixture for oil drop,20161013,20040017017970
508,(주)쎌바이오텍,Bifidobacterium bifidum 1009,20150522,20040017017769
509,(주)뉴트리바이오텍,Bifidobiotic(전량수출용),20170607,20070017035965
510,(주)비피도,Bifidus Woman (전량수출용),20170510,20040015070263
511,(주)비피도,Bigflor probiotic & prebiotic capsule(전량수출용),20180719,20040015070292
512,(주)비피도,Bigflor probiotic & prebiotic(전량수출용),20180717,20040015070293
513,(주)쎌바이오텍,Bio4Stop(전량수출용),20160722,20040017017959
514,(주)쎌바이오텍,BioLac (전량수출용),20171026,20040017017997
515,(주)쎌바이오텍,BioMune(전량수출용),20180920,200400170171010
516,유니시티글로벌매뉴팩쳐링 주식회사,Bios 7 export (전량 수출목적 제품 ),20181101,2015000612717
517,유니시티글로벌매뉴팩쳐링 주식회사,Bios 7(전량 수출 목적 제품),20180702,2015000612716
518,(주)비피도,Biotics Pro(전량수출용),20150522,20040015070215
519,(주)한국씨엔에스팜,Biotin plus,20150522,200400200071336
520,(주)쎌바이오텍,Biovine Relief,20150522,20040017017779
521,(주)쎌바이오텍,Biovine Restore,20150522,20040017017778
522,(주)쎌바이오텍,Biovine Travel health,20150522,20040017017776
523,에프엔바이오(주),Boost Energy,20150522,20040020071267
524,에프엔바이오(주),Boost lmmune,20150522,20040020071268
525,(주)뉴트리바이오텍,Brainew PS Phosphatidylserine (브렌뉴 피에스 포스파티딜세린),20181123,200700170351195
526,주식회사한미양행,B플러스비타민,20170713,20040015083909
527,네이처퓨어코리아(주),C 서포터,20180614,20100019004792
528,네이처퓨어코리아(주),C 서포터,20180919,20100019004822
529,네이처퓨어코리아(주),C-500 나인베리맛,20150626,20100019004447
530,네이처퓨어코리아(주),C-500 레몬라임맛,20150626,20100019004448
531,(주)한국씨엔에스팜,C-Gluta show,20150522,200400200071337
532,(주)서흥,CALCIUM SGC Calcium,20150522,200400200061019
533,콜마비앤에이치(주)푸디팜사업부문,CALMAG D(수출전용),20150522,20060020003686
534,(주)일신웰스,CJ식물성유지디글리세라이드,20150522,200700200012
535,(주)서흥,CJ코엔자임큐텐,20150522,20040020006393
536,(주)허브큐어,CK홍삼골드,20170602,20040015162142
537,주식회사 노바렉스,CLA 다이어트 플러스(씨엘에이 다이어트 플러스),20150522,20040020008527
538,주식회사 노바렉스,CLA 스택,20150522,20040020008976
539,(주)한국씨엔에스팜,CLA 플러스 가르시니아,20150522,20040020007826
540,태웅식품(주),CLA 플러스 가르시니아,20150522,20040020003158
541,화일약품(주),CLA-NEWS-J,20150522,200800170108
542,코스맥스바이오(주),CLA다이어트,20150522,20040020002568
543,코스맥스바이오(주),CLA다이어트골드,20150522,20040020002589
544,(주)뉴트리바이오텍,CLA다이어트프라임,20150522,2007001703535
545,코스맥스바이오(주),CLA바디쉐이퍼,20150522,20040020002742
546,(주)일신웰스,CLA함유유지,20150522,200700200014
547,(주)유니쎌팜,COMPOUND-P(전량수출용),20161219,20040020028393
548,(주)남양 F&B,CPP칼슘,20160429,20080020005160
549,(주)서흥,Calcium 600mg,20150522,200400200061000
550,주식회사 노바렉스,Calcium-MagnesiumD(L-Threonate) (수출용제품),20150522,200400200081221
551,(주)한국씨엔에스팜,Carositol (전량 수출용),20150522,20040020007990
552,(주)한국씨엔에스팜,Carositol lite,20150522,200400200071111
553,콜마비앤에이치(주)푸디팜사업부문,Chewable Calcium Plus,20150522,20060020003648
554,(주)네추럴에프앤피,Children's Chewable Multivitamin(전량수출용),20150522,20040020014551
555,(주)유유헬스케어,Chu collagen(전량수출용),20150522,20040015107628
556,(주)뉴트리바이오텍,Clinical Ultrabiotic 75 Billion Bulk(전량수출용),20170914,200700170351011
557,(주)뉴트리바이오텍,Clinical Ultrabiotic 75 Billion(전량수출용),20170712,20070017035980
558,화일약품(주),CoQ10-NEWS-J,20150522,200800170109
559,콜마비앤에이치(주)푸디팜사업부문,Collagen Peptide Plus+++1400mg (수출용),20150522,20060020003750
560,콜마비앤에이치(주)푸디팜사업부문,Cordyceps Plus Shiitake(Dietary Supplement Product)(수출용),20170915,200600200031172
