,DISTB_PD,ENTRPS,PRDUCT,브랜드명,제품명,이미지링크,REGIST_DT,STTEMNT_NO,SUNGSANG,index
175,제조일로부터 24개월,엠에스바이오텍(주),24초,,,,20151211,2.00E+13,황갈색의 분말이 들어있는 식물성캅셀,176
176,제조일로부터 24개월,(주)비오팜,28탁,,,,20161221,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 연한 갈색의 분말",177
177,제조일로부터 24개월,(주)비오팜,28탁티(T),,,,20161221,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 회갈색의 제피정제",178
178,18개월,(주)레인보우바이오테크,2종 혼합유산균-11,,,,20150522,2.01E+12,"미황색의 분말로서 고유의 향미를 지니고 이미, 이취가 없어야 한다",179
179,제조일부터 18개월,(주)서흥,3-스텝 활성 유산균,,,,20150522,2.00E+14,노란 하얀색 분말을 함유한 백색의 경질캡슐,180
180,제조일로부터 2년,코스맥스바이오(주),3-콤보,,,,20150522,2.00E+14,연갈색의 제피정제,181
181,24개월,주식회사 네추럴웨이,333 프로그램 홍삼정차,,,,20150522,2.00E+12,"갈색의 과립으로 이미, 이취가 없음",182
182,36개월,개성인삼농협,333프로그램 홍삼정골드,,,,20160426,2.00E+12,암갈색의 점조상 액상형태,183
183,24개월,(주)휴럼,333홍삼정,,,,20150522,2.00E+12,흑갈색의 액상,184
184,제조일로부터24개월까지,노비스바이오(주),35베리삼환프리미엄(전량수출용),,,,20170414,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 갈색의 환",185
185,24개월,(주)양생당,36.5 다이어트,,,,20150522,2.00E+12,연갈색의 정제품,186
186,제조일로부터 18개월,콜마비앤에이치(주)푸디팜사업부문,365 골드라이프 프로바이오틱스,,,,20171027,2.01E+14,"이미, 이취가 없고 고유의 향미가 있는 미황색 분말의 내용물을 함유한 투명 경질캡슐",187
187,24개월,주식회사 바이오에비뉴,365 눈 건강 루테인,,,,20170131,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 적색의 내용물을 함유한 검정색의 연질캡슐",188
188,제조일로부터 24개월까지,(주)한국씨엔에스팜,365 눈 건강 루테인,,,,20160902,2.00E+14,적색의 내용물을 함유한 검정색의 연질캡슐,189
189,제조일로부터 24개월,극동에치팜(주),365 츄어블 비타민C 500 세가지맛,,,,20150522,2.00E+12,"포도맛 - 옅은 푸른색을 띄는 원형정제, 오렌지맛 - 옅은 노란색을 띄는 원형정제, 딸기맛 - 옅은 붉은색을 띄는 원형정제",190
190,제조일로부터 2년,(주)네추럴에프앤피 음성공장,365 츄어블 아이 비타민,,,,20150522,2.01E+12,연한 자색의  원형 츄어블정제,191
191,제조일로부터 2년,주식회사 노바렉스,365mc엠씨 다이어트 데이,,,,20150902,2.00E+14,점박이를 함유한 회황색 장방형의 연한 노랑 주황의 제피정제,192
192,제조일로부터 2년.,코스맥스바이오(주),365mc엠씨 다이어트 컨트롤,,,,20151109,2.00E+14,연노란색의 투명한 젤리,193
193,제조일로부터 24개월,주식회사 노바렉스,365mc엠씨 다이어트 핫슬림,,,,20151218,2.00E+14,회갈색의 분말,194
194,2년,동서바이오팜(주),365뉴트리션글루코사민,,,,20150522,2.00E+13,미황색의 장방형 정제,195
195,24개월,동서바이오팜(주),365뉴트리션멀티비타민앤미네랄,,,,20150522,2.00E+13,노란색의 장방형 제피정제,196
196,24개월,동서바이오팜(주),365뉴트리션산호칼슘,,,,20150522,2.00E+13,미황색의 장방형 정제,197
197,2년,동서바이오팜(주),365뉴트리션츄어블아이언,,,,20150522,2.00E+13,분홍색의 츄어블 정제,198
198,제조일로부터 24개월,극동에치팜(주),365데일리멀티비타민앤미네랄프라임,,,,20150522,2.00E+12,망고향을 가진 옅은 노란빛을 띄는 원형 정제,199
199,제조일로부터 24개월,코스맥스엔비티(주),365리얼다이어트,,,,20150522,2.01E+13,"이미, 이취가 없고 고유의 향미가 있는 미백색과 녹색층의 이중정제",200
200,제조일로부터 24개월까지,(주)바이오 로제트,365멀티비타민(Multivitamin),,,,20190314,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 미백색 장방형 정제",201
201,제조일로 부터 24개월,극동에치팜(주),365보라지오일,,,,20150522,2.00E+12,"이미, 이취가 없고 고유의 향미가 있는 미황색의 내용물을 함유한 투명한 연질캅셀",202
202,제조일로부터 24개월까지,주식회사한미양행,365올퀸,,,,20190122,2.00E+14,"이미, 이취가 없고 고유의 향미가 있는 갈색의 내용물을 함유한 적색의 연질캡슐.",203
203,제조일로부터24개월,(주)네추럴에프앤피 음성공장,365츄어블멀티비타민&미네랄,,,,20150522,2.01E+12,연한 노란색의 원형 츄어블정제,204
204,제조일로부터24개월,(주)네추럴에프앤피 음성공장,365츄어블밀키칼슘,,,,20150522,2.01E+12,연한 미색의 원형 츄어블정제,205
205,제조일로부터 24개월,극동에치팜(주),365츄어블비타민C500블루베리맛,,,,20150522,2.00E+12,"옅은 푸른색의 원형 정제로 이미, 이취가 없음",206
206,제조일로부터 24개월,극동에치팜(주),365츄어블칼슘위드비타민D,,,,20150522,2.00E+12,흰색의 원형 정제로 이미·이취가 없음,207
207,제조일로부터 24개월까지,(주)다스코바이오,38 꾸지뽕,,,,20150921,2.01E+12,"이미, 이취가 없고 고유의 향미가 있는 흐린녹갈색의 정제",208
208,36개월까지,주식회사한미양행,3months up medicalcium forever(전량수출용),,,,20190607,2.00E+14,"이미, 이취가 없으며 고유의 향미가 있는 백색의 타원형 정제",209
209,36개월까지,주식회사한미양행,3months up medicalcium one(전량수출용),,,,20190604,2.00E+14,"이미, 이취가 없으며 고유의 향미가 있는 백색의 타원형 정제",210
210,36개월까지,주식회사한미양행,3months up medicalcium three(전량수출용),,,,20190607,2.00E+14,"이미, 이취가 없으며 고유의 향미가 있는 백색의 타원형 정제",211
211,36개월까지,주식회사한미양행,3months up medicalcium two(전량수출용),,,,20190604,2.00E+14,"이미, 이취가 없으며 고유의 향미가 있는 백색의 타원형 정제",212
212,제조일로부터 12개월까지,주식회사 락토메이슨,3종 혼합유산균,,,,20181023,2.01E+13,고유의 색택과 향미를 가지며 이미 이취가 없는 미백색 분말,213
213,18개월,(주)레인보우바이오테크,3종 혼합유산균 엠1,,,,20150522,2.01E+12,"미황색의 분말로서 고유의 향미를 지니고 이미, 이취가 없어야 한다.",214
214,18개월,(주)메디오젠,3종혼합유산균,,,,20150522,2.00E+12,고유의 색택과 향미를 가지며 이미.이취가 없어야 함,215
215,제조일로부터 18개월까지,(주)메디오젠,3종혼합유산균디(D),,,,20181005,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 흰색, 연노란색의 분말",216
216,제조일로부터 18개월까지,(주)허브큐어,3중케어 닥터 프로프리움 유산균,,,,20190507,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 백색의 분말.",217
217,제조일로부터 24개월,주)팜크로스,3초습관 SOS 칼로리컷,,,,20190228,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 회황색의 코팅된 장방형정제",218
218,제조일로부터 18개월,한국바이오팜(주),3피 유산균,,,,20190924,2.00E+13,미황색의 분말,219
219,제조일로부터 12개월,(주)쎌바이오텍,4 Premixture,,,,20170104,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 미황색의 분말",220
220,제조일로부터 24개월까지,(주)한국씨엔에스팜,44 골드,,,,20180220,2.00E+14,검은색의 과립,221
221,제조일로부터 24개월까지,(주)한국씨엔에스팜,44 그린,,,,20170516,2.00E+14,녹색의 과립,222
222,제조일로부터 24개월까지,(주)한국씨엔에스팜,44 그린메이트,,,,20180828,2.00E+14,갈색의 과립,223
223,제조일로부터 24개월까지,(주)한국씨엔에스팜,44 레드,,,,20170518,2.00E+14,붉은색의 과립,224
224,제조일로부터 24개월까지,(주)한국씨엔에스팜,44 브라운,,,,20171113,2.00E+14,갈색의 과립,225
225,제조일로부터 24개월까지,(주)한국씨엔에스팜,44 블랙,,,,20170117,2.00E+14,검은색의 과립,226
226,제조일로부터 24개월까지,(주)한국씨엔에스팜,44 옐로우,,,,20180402,2.00E+14,갈색 또는 황색의 과립,227
227,제조일로부터2년까지,대동고려삼(주),4년근고려흑삼농축액,,,,20161214,2.00E+13,"흑갈색의 점조성을 지닌 농축액으로 이미,이취가 없다.",228
228,제조일로부터2년까지,대동고려삼(주),4년근발효홍삼농축액11,,,,20160111,2.00E+13,갈색의 점조성을 지닌 액상,229
229,제조일로부터 2년까지,대동고려삼(주),4년근발효홍삼농축액7,,,,20160111,2.00E+13,갈색의 점조성을 지닌 액상,230
230,제조일로부터2년까지,대동고려삼(주),4년근발효홍삼농축액분말11,,,,20160203,2.00E+13,"갈색의 분말로 이미,이취가 없음",231
231,제조일로부터2년까지,대동고려삼(주),4년근발효홍삼농축액분말13,,,,20160203,2.00E+13,"갈색의 분말로 이미,이취가 없음",232
232,제조일로부터2년까지,대동고려삼(주),4년근발효홍삼농축액분말18,,,,20160203,2.00E+13,"갈색의 분말로 이미,이취가 없음",233
233,제조일로부터2년까지,대동고려삼(주),4년근발효홍삼농축액분말6,,,,20160203,2.00E+13,"갈색의 분말로 이미,이취가 없음",234
234,제조일로부터 36개월,대동고려삼(주),4년근인삼농축액15,,,,20150522,2.00E+12,갈색의 점조성을 지닌 농축액,235
235,제조일로부터3년까지,대동고려삼(주),4년근홍삼농축액11,,,,20160725,2.00E+13,"갈색의 점조성 액상으로 이미,이취가 없음",236
236,제조일로부터 3년,대동고려삼(주),4년근홍삼농축액15,,,,20150522,2.00E+12,갈색의 점조성을 지닌 농축액,237
237,제조일로부터 2년,대동고려삼(주),4년근홍삼농축액23,,,,20170717,2.00E+13,갈색의 점조성을 지닌 농축액,238
238,제조일로부터2년까지,대동고려삼(주),4년근홍삼농축액분말18,,,,20160202,2.00E+13,,239
239,제조일로부터2년까지,대동고려삼(주),4년근홍삼농축액분말21,,,,20170309,2.00E+13,"갈색의 분말로 이미,이취가 없음",240
240,제조일로부터2년까지,대동고려삼(주),4년근홍삼농축액분말34,,,,20160615,2.00E+13,"갈색의 분말제품으로 이미,이취가 없다",241
241,제조일로부터3년까지,대동고려삼(주),4년근홍삼농축액플러스,,,,20161130,2.00E+13,갈색의 점조성을 지닌 농축액,242
242,제조일로부터 24개월,종근당건강(주),4년근홍삼정,,,,20150522,2.00E+13,"진한 갈색의 농축액이며, 이미와 이취가 없어야 함.",243
243,제조일로부터2년까지,대동고려삼(주),4년근흑삼농축액12,,,,20170724,2.00E+13,"흑갈색의 점조성을 지닌 농축액으로 이미,이취가 없음",244
244,18,(주)메디오젠,4종복합유산균,,,,20150522,2.00E+12,유백색의 분말,245
245,제조일로부터 18개월까지,(주)메디오젠,4종이지맘유산균,,,,20180917,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 흐린 노란색의 분말",246
246,제조일로부터 18개월,(주)메디오젠,4종혼합유산균,,,,20150522,2.00E+12,유백색의 분말,247
247,제조일로부터 2년,(주)씨티씨바이오,4종혼합유산균-10비(4종혼합유산균-10B),,,,20180807,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 미백색 분말",248
248,제조일로부터 24개월,(주)서흥,50+멀티비타민미네랄,,,,20150522,2.00E+13,회황색 점조성 내용물을 함유한 암갈색의 장방형 연질캡슐,249
249,제조일로부터 24개월,(주)서흥,50+징코+셀렌(50+Gingko+Se),,,,20150522,2.00E+13,회황색의 제피정제,250
250,제조일로부터 12개월까지,주식회사 락토메이슨,5종 프로바이오틱스 엘엠(LM),,,,20161012,2.01E+13,고유의 색택을 향미를 가지며 이미 이취가 없는 미백색 분말,251
251,제조일로부터 12개월까지,주식회사 락토메이슨,5종 프로바이오틱스 제이더블유(JW),,,,20171220,2.01E+13,고유의 색택과 향미를 가지며 이미 이취가 없는 미백색 분말,252
252,18개월,(주)레인보우바이오테크,5종 혼합유산균,,,,20150522,2.01E+12,"미황색의 분말로서 고유의 향미를 지니고 이미, 이취가 없어야 한다.",253
253,18개월,(주)레인보우바이오테크,5종 혼합유산균 알비,,,,20150522,2.01E+12,"미황색의 분말로서 고유의 향미를 지니고 이미,이취가 없어야 한다.",254
254,제조일로부터 12개월까지,주식회사 락토메이슨,5종 혼합유산균 에이비에스(ABS),,,,20180914,2.01E+13,고유의 색택과 향미를 가지며 이미 이취가 없는 미백색 분말,255
255,18개월,(주)메디오젠,5종누나애유산균,,,,20190212,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 흐린 노란색의 분말",256
256,제조일로부터 18개월까지,(주)메디오젠,5종라비센퀸유산균,,,,20181112,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 흐린 노란색의 분말",257
257,제조일로부터 18개월까지,(주)메디오젠,5종유산균에프엔디넷,,,,20181025,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 미황색 또는 황색 분말",258
258,제조일로부터 18개월까지,(주)메디오젠,5종트루락유산균,,,,20190121,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 흐린 노란색의 분말",259
259,제조일로부터 18개월까지,(주)메디오젠,5종핑크유산균,,,,20180917,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 흐린 노란색의 분말",260
260,제조일로부터 18개월,(주)메디오젠,5종혼합유산균,,,,20150522,2.00E+12,유백색의 분말,261
261,18개월,(주)메디오젠,5종혼합유산균 L2,,,,20150522,2.00E+13,황색 또는 유백색의 분말,262
262,18개월,(주)메디오젠,5종혼합유산균-10,,,,20150522,2.00E+13,황색 또는 유백색의 분말,263
263,18개월,(주)메디오젠,5종혼합유산균-1000,,,,20150522,2.00E+13,황색 또는 유백색의 분말,264
264,제조일로부터 18개월까지,(주)메디오젠,5종혼합유산균-2000,,,,20180813,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 황색 ~ 황갈색 분말",265
265,18개월,(주)메디오젠,5종혼합유산균-50,,,,20150522,2.00E+13,백색 또는 유백색의 분말,266
266,18개월,(주)메디오젠,5종혼합유산균-50,,,,20150522,2.00E+13,유백색의 분말,267
267,24개월,(주)씨티씨바이오,5종혼합유산균-BP1,,,,20150522,2.00E+12,"이미, 이취없는 미황색 분말",268
268,18개월,(주)메디오젠,5종혼합유산균분말-S,,,,20150522,2.00E+12,"이미,이취가 없고 고유의 향미를 가진 백색 또는 유백색 분말",269
269,18개월,(주)메디오젠,5종혼합유산균분말S-L2,,,,20150522,2.00E+13,백색 또는 유백색의 분말,270
270,18개월,(주)메디오젠,5종혼합유산균제이(J),,,,20150522,2.00E+13,미황색 또는 황색의 분말,271
271,제조일로부터 36개월까지,(주)한국씨엔에스팜,6 YEARS KOREAN RED GINSENG CAPSULE,,,,20150522,2.00E+14,갈색의 내용물을 함유한 적갈색의 연질캡슐,272
272,제조일로부터 24개월,에이펙셀(주),6030칼슘마그비타,,,,20160531,2.02E+11,"이미,이취가 없고 고유의 향미가 있는 백색의 내용물을 포함한 캅셀",273
