,index,REGIST_DT,PRDUCT,PRSRV_PD,MAIN_FNCTN,SUNGSANG,INTAKE_HINT1,SRV_USE,STTEMNT_NO,DISTB_PD,BASE_STANDARD,ENTRPS,STDR_STND
24,25,20160905,(구)백수오,① 제품은 직사광선을 피해 서늘한 곳에 보관 유통하십시오.  ② 제품 개봉 후에는 곧바로 드십시오.,"N-아세틸글루코사민 : ①관절 및 연골 건강에 도움을 줄 수 있음

백수오 등 복합추출물 : 갱년기 여성의 건강에 도움을 줄 수 있음(기타Ⅱ)

나이아신 : ①체내 에너지 생성에 필요

비타민E : ①유해산소로부터 세포를 보호하는데 필요

아연 : ①정상적인 면역기능에 필요②정상적인 세포분열에 필요

비타민B6 : ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

비타민B1 : ①탄수화물과 에너지 대사에 필요

비타민D : ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",검은 갈색의 액제,"게에 알레르기를 나타내는 사람은 섭취에 주의(게를 원재료로 사용한 경우에 한함)새우에 알레르기를 나타내는 사람은 섭취에 주의(새우를 원재료로 사용한 경우에 한함)

임산부와 수유부는 섭취를 피하는 것이 좋습니다.항응고제 또는 항혈전제를 복용하시는 분은의사와 상의하시기 바랍니다.
특정 성분에 알레르기가 있으신 분은 원료명을 확인 후 섭취하십시오.
개봉 또는 섭취 시 포장재에 의해 상처를 입을 수 있으니 주의하시기 바랍니다.","1일 1회, 1회 1포(50 ml)를 섭취하십시오.",2013002002446,제조일부터 24개월,"① 성상 : 검은 갈색의 액제
 ② N-아세틸글루코사민 : 표시량(500 mg/50㎖)의 90~110%
 ③ Cinnamic acid : 표시량(5.14 ㎍/50㎖) 이상
 ④ Shanzhiside methylester : 표시량(0.257 mg/50㎖) 이상
 ⑤ Nodakenin : 표시량(2.0046 mg/50㎖) 이상
 ⑥ 나이아신 : 표시량(69.63 mgNE/50㎖)의 80~150%
 ⑦ 비타민E : 표시량(9.03 mg α-TE/50㎖)의 80~150%
 ⑧ 아연 : 표시량(7.18 mg/50㎖)의 80~150%
 ⑨ 비타민B6 : 표시량(2.86 mg/50㎖)의 80~150%
 ⑩ 비타민B1 : 표시량(2.82 mg/50㎖)의 80~180%
 ⑪ 비타민D :  표시량(5.56 ㎍/50㎖)의 80~180%  
 ⑫ 납(mg/kg) : 1.0 이하
 ⑬ 총비소(mg/kg) : 1.0 이하
 ⑭ 카드뮴(mg/kg) : 0.5 이하
 ⑮ 총수은(mg/kg) : 0.5 이하
 ？ 대장균군 : 음성
 ？ 세균수 : 100 /ml 이하",(주)서흥 오창공장,
25,26,20150522,(구)본포뮬러젤리,"① 직사광선을 받지 아니하는 실온에 보관 유통하십시오.
② 제품 개봉 후에는 인습(흡습) 되지 않게 밀봉하여 보관하십시오.","[칼슘]①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌
[마그네슘]①에너지 이용에 필요②신경과 근육 기능 유지에 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[구리]①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요",흐린 황갈색의 젤리,"① 특정 성분에 알레르기가 있으신 분은 원료명을 확인 후 섭취하십시오.    
② 임신, 수유부나 의약품을 섭취하시는 분은 본 제품을 드시기 전에 의사와 상담 후 섭취하십시오.
③ 개봉 또는 섭취 시 포장재에 의해 상처를 입을 수 있으니 주의하시기 바랍니다.","1일 2회, 1회 1포(20g)를 씹어서 섭취하십시오.",201300200246,제조일로부터 18개월,"(1) 성상 : 흐린 황갈색의 젤리
(2) 칼슘 : 표시량(400 mg/40 g)의 80~150%
(3) 마그네슘 : 표시량(200 mg/40 g)의 80~150%
(4) 아연 : 표시량(5 mg/40 g)의 80~150%
(5) 구리 : 표시량(0.5 mg/40 g)의 80~150%
(6) 대장균군 : 음성",(주)서흥 오창공장,
26,27,20150522,(구)츄어블오메가-3,"① 제품은 직사광선을 피하고 실온에서 보관 유통하십시오.
② 제품 개봉 후에는 인습되지 않게 밀봉하여 보관하십시오.","[오메가-3지방산함유유지 제품]①혈중 중성지질 개선에 도움을 줄 수 있음 ②혈행개선에 도움을 줄 수 있음
[비타민E]①유해산소로부터 세포를 보호하는데 필요
[베타카로틴]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요",주황색 점조성 내용물을 함유한 미황색의 연질캡슐제,"① 임산부와 수유부는 섭취에 주의하십시오.
② 특정 성분에 알레르기가 있으신 분은 원료명을 확인 후 섭취하십시오.","1일 3회, 1회 2캡슐(1.4g)을 씹어서 섭취
1일 2회, 1회 3캡슐(2.1g)을 씹어서 섭취",20040020006872,제조일부터 24개월,"(1) 성상 : 주황색 점조성 내용물을 함유한 미황색의 연질캡슐제
(2) EPA+DHA : 표시량(540 mg/4.2g)의 80.0~120.0%
(3) 비타민E : 표시량(5 mg α-TE/4.2g)의 80.0~150.0%
(4) 베타카로틴 : 표시량(1 mg/4.2g)의 80.0~150.0%
(5) 납(mg/kg) : 3.0 이하
(6) 카드뮴(mg/kg) : 1.0 이하
(7) 총수은(mg/kg) : 0.5 이하
(8) 헥산(mg/kg) : 5.0 이하
(9) 대장균군 : 음성",(주)서흥,
27,28,20150522,(구)트리플러스,"① 제품은 직사광선을 피하고 실온에서 보관 유통하십시오.
② 제품 개봉 후에는 인습되지 않게 밀봉하여 보관하십시오.","[오메가-3지방산함유유지 제품]①혈중 중성지질 개선②혈행개선
[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요
[나이아신]①체내 에너지 생성에 필요
[철]①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요
[비타민E]①유해산소로부터 세포를 보호하는데 필요
[구리]①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[망간]①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B2]①체내 에너지 생성에 필요
[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",황갈색 점조성 내용물을 함유한 암갈색의 장방형 연질캡슐제,"[철]특히 6세 이하는 과량섭취하지 않도록 주의
① 임산부와 수유부는 섭취에 주의하십시오.
② 특정 성분에 알레르기가 있으신 분은 원료명을 확인 후 섭취하십시오.","1일 1회, 1회 2캡슐(2.0g)을 물과 함께 섭취.",20040020006849,제조일로부터 24개월,"(1) 성상 : 황갈색 점조성 내용물을 함유한 암갈색의 장방형 연질캡슐제
 (2) EPA+DHA : 표시량(500mg/2.0g)의 80.0~120.0%
 (3) 아연 : 표시량(6mg/2.0g)의 80.0~150.0%
 (4) 구리 : 표시량(1mg/2.0g)의 80.0~150.0%
 (5) 망간 : 표시량(2mg/2.0g)의 80.0~150.0%
 (6) 철 : 표시량(6mg/2.0g)의 80.0~150.0%
 (7) 비타민C : 표시량(60mg/2.0g)의 80.0~150.0%
 (8) 나이아신 : 표시량(18mg/2.0g)의 80.0~150.0%
 (9) 비타민E : 표시량(4.6mg α-TE/2.0g)의 80.0~150.0%
(10) 비타민B6 : 표시량(3.3mg/2.0g)의 80.0~150.0%
(11) 비타민B2 : 표시량(3mg/2.0g)의 80.0~180.0%
(12) 비타민A : 표시량(350㎍RE/2.0g)의 80.0~150.0%
(13) 비타민D : 표시량(5㎍/2.0g)의 80.0~180.0%
(14) 엽산 : 표시량(200㎍/2.0g)의 80.0~150.0%
(15) 잔류용매(헥산) : 5.0mg/kg 이하
(16) 총수은 : 0.5mg/kg 이하
(17) 납 : 3.0mg/kg 이하
(18) 카드뮴 : 1.0mg/kg 이하
(19) 대장균군 : 음성
(20) 붕해 : 20분 이내",(주)서흥,
28,29,20160120,(구)프로메가 레볼루션,① 제품은 직사광선을 피해 서늘한 곳에 보관 유통하십시오.    ② 제품 개봉 후에는 흡습되지 않게 밀봉하여 보관하십시오.,"①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

(EPA 및 DHA 함유 유지)①혈중 중성지질 개선·혈행 개선·기억력 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음",미황색 유상액을 함유한 투명의 장방형 연질캡슐,,"1일 1회, 1회 2캡슐(1,538.8 mg)을 충분한 물과 함께 섭취하십시오.",200400200061131,제조일부터 24개월,"① 성상 : 미황색 유상액을 함유한 투명의 장방형 연질캡슐
 ② EPA와 DHA의 합 : 표시량(1,000 mg/1,538.8mg)의 80~120%
 ③ 비타민D : 표시량(5 ㎍/1,538.8mg)의 80~180%
 ④ 헥산(mg/kg) : 5.0 이하
 ⑤ 납(mg/kg) : 3.0 이하
 ⑥ 카드뮴(mg/kg) : 1.0 이하
 ⑦ 총수은(mg/kg) : 0.5 이하
 ⑧ 대장균군 : 음성
 ⑨ 붕해 : 적합",(주)서흥,
29,30,20170919,+ 눈건강,"직사광선을 받지 아니하는 서늘한 곳에서 보관 및 유통하시고, 어린이의 손에 닿지 않도록 주의하시기 바랍니다.","[EPA 및 DHA 함유 유지] ①혈중 중성지질 개선·혈행 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음

[루테인] ①노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌

[헤마토코쿠스추출물] ①눈의 피로도 개선에 도움을 줄 수 있음",1) 적색의 내용물을 함유한 투명색의 연질캡슐,"과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음

①과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음 ②β-카로틴의 흡수를 저해할 수 있음

특이체질, 알레르기 체질의 경우 성분을 확인하시고 섭취하여 주시기 바랍니다. 
어린이의 경우 섭취 시 목에 걸릴 우려가 있으니 보호자의 지도하에 섭취하시기 바랍니다.","1일 2회, 1회 2캡슐을 물과 함께 섭취하십시오.",200400200071853,제조일로부터 24개월,"1) 성상 : 적색의 내용물을 함유한 투명색의 연질캡슐
2) EPA와 DHA의 합 : 표시량의 80~120% (표시량 : 600 mg / 1,600 mg)
3) 루테인 :　표시량의 80~120% (표시량 : 20 mg / 1,600 mg)
4) 아스타잔틴 :　표시량의 80~120% (표시량 : 6 mg / 1,600 mg)
5) 헥산(mg/kg) : 5.0 이하
6) 납(mg/kg) : 1.0 이하
7) 카드뮴(mg/kg) : 1.0 이하
8) 총수은(mg/kg) : 0.5 이하
9) 종비소(mg/kg) : 1.0 이하
10) 대장균군 : 음성
11) 붕해 : 적합(20분 이내)",(주)한국씨엔에스팜,
30,31,20171205,+ 뼈건강,실온- 직사광선 및 고온다습한 곳을 피해 보관하십시오,"①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌

①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요

①체내 칼슘흡수 촉진에 도움을 줄 수 있음

①정상적인 혈액응고에 필요②뼈의 구성에 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌","이미, 이취가 없고 고유의 향미가 있는 밝은 회황색의 분말","- 본 제품은 섭취자의 신체상태에 따라 반응에 차이가 있을 수 있습니다.
- 임산부, 수유부, 질병으로 인해 치료중인 분은 섭취 전 고객센터나 구입처로 문의하십시오.
- 특정성분에 알레르기 체질이신 분은 섭취 전에 반드시 원료(성분)를 확인하신 후 섭취하시기 바랍니다.
- 섭취량 및 섭취방법을 확인한 후 섭취하시고, 기타 제품 관련사항은 고객센터로 문의해 주십시오.","1일 2회, 1회 1포를 식후에 드십시오.",20120019007220,제조일로부터 24개월,"① 성상 : 이미, 이취가 없고 고유의 향미가 있는 밝은 회황색의 분말
② 칼슘(mg/5.6 g) : 표시량(700)의 80~150%
③ 폴리감마글루탐산(mg/5.6 g) : 표시량(60)의 80~120%
④ 망간(mg/5.6 g) : 표시량(0.9)의 80~150%
⑤ 비타민K(㎍/5.6 g) : 표시량(21)의 80~180%
⑥ 비타민D(㎍/5.6 g) : 표시량(10)의 80~180%
⑦ 납(mg/kg) : 1.0 이하
⑧ 카드뮴(mg/kg) : 1.0 이하
⑨ 총수은(mg/kg) : 0.5 이하
⑩ 총비소(mg/kg) : 0.5 이하
⑪ 대장균군 : 음성",(주)한풍네이처팜,
31,32,20150522,+ 효모비오틴,"- 직사광선 및 고온다습한 곳을 피해 습기가 적고 서늘한 곳에 보관, 유통하십시오.
- 개봉 후에는 공기의 노출을 최대한 차단하여 보관하십시오.","[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요","이미, 이취가 없고 고유의 향미가 있는 미황색의 원형정제","- 특이체질, 알레르기 체질이신 경우 성분을 확인하신 후 섭취하여 주시기 바랍니다. 
- 제품 개봉 또는 섭취 시 포장재에 의해 상처를 입을 수 있으니 주의하시기 바랍니다.","1일 3회, 1회 8정씩 씹어서 섭취하십시오.",2012001900781,제조일로부터 24개월,"① 성상 : 이미, 이취가 없고 고유의 향미가 있는 미황색의 원형정제
② 비오틴(㎍/3,600 mg) : 표시량(8.2)의 80~180%   
③ 대장균군 : 음성",(주)한풍네이처팜,
32,33,20180705,+간건강,"수분, 열에 의해 영향을 받을 수 있으므로 직사광선을 피해 서늘한 곳에 보관하십시오. 어린이 손에 닿지 않는 곳에 보관하십시오.",",1) 밀크씨슬추출물 : 간 건강에 도움을 줄 수 있음. 
2) 비타민B1 : 탄수화물과 에너지 대사에 필요. 
3) 비타민B2 : 체내 에너지 생성에 필요.",황갈색의 내용물을 함유한 투명색의 연질캡슐,"① 알레르기 반응이 나타나는 경우에는 섭취 중단 ② 설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우에는 섭취에 주의","1일 2회, 1회 2캡슐을 충분한 물과 함께 섭취하십시오. 1일 1회, 1회 4캡슐을 충분한 물과 함께 섭취하십시오. 1일 4회, 1회 1캡슐을 충분한 물과 함께 섭취하십시오.",200400200022197,제조일로부터 2년.,"1) 성상 : 이미, 이취가 없고 고유의 향미가 있는 황갈색의 내용물을 함유한 어두운 투명색의 연질캡슐
2) 실리마린 : 표시량(130mg/2400mg)의 80~120%
3) 비타민B1 : 표시량(0.8mg/2400mg)의 80~180% 
4) 비타민B2 : 표시량(0.462mg/2400mg)의 80~180% 
5) 납(mg/kg) : 1.0 이하
6) 총비소(mg/kg) : 1.0 이하
7) 카드뮴(mg/kg) : 0.5 이하
8) 총수은(mg/kg) : 0.5 이하 
9) 대장균군 : 음성 
10) 붕해시험 : 20분 이내",코스맥스바이오(주),
33,34,20150522,+관절건강,"직사광선을 받지 아니하는 서늘한 곳에서 보관 및 유통하시고, 어린이의 손에 닿지 않는 곳에 보관하여 주십시오.",[N-아세틸글루코사민 제품] 관절 및 연골 건강에 도움을 줄 수 있음,갈색의 장방형 제피정제,[N-아세틸글루코사민 제품]게에 알레르기를 나타내는 사람은 섭취에 주의(게를 원재료로 사용한 경우에 한함)새우에 알레르기를 나타내는 사람은 섭취에 주의(새우를 원재료로 사용한 경우에 한함),"1일 2회, 1회 2정을 물과 함께 섭취하십시오.",200400200071272,제조일로부터 24개월까지,"1) 성상 : 갈색의 장방형 제피정제
2) N-아세틸글루코사민 : 표시량의 90 ~ 110 % (표시량 : 520 mg / 2,000 mg)
3) 대장균군 : 음성
4) 붕해 : 적합(60분 이내)",(주)한국씨엔에스팜,
34,35,20150522,+기억력,"- 직사광선 및 고온다습한 곳을 피해 습기가 적고 서늘한 곳에 보관, 유통하십시오.
- 개봉 후에는 공기의 노출을 최대한 차단하여 보관하십시오.","①기억력 개선에 도움을 줄 수 있음 ②혈행 개선에 도움을 줄 수 있음

노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌","이미, 이취가 없고 고유의 향미가 있는 적색의 제피정제","① 임산부, 수유부, 어린이 및 수술전후 환자는 섭취에 주의 ② 의약품(항응고제) 복용 시 섭취에 주의

과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음","1일 1회, 1회 1포(2정)를 충분한 물과 함께 섭취하십시오.",20120019007149,제조일로부터 24개월,"① 성상 : 이미, 이취가 없고 고유의 향미가 있는 적색의 제피정제
② 플라보놀배당체(mg/1000 mg) : 표시량(28)의 80~120%
③ 루테인(mg/1000 mg) : 표시량(10)의 80~120%
④ 깅콜릭산(ginkgolic acid)(mg/kg) : 5.0 이하
⑤ 헥산(mg/kg) : 5.0 이하
⑥ 납(mg/kg) : 1.0 이하
⑦ 카드뮴(mg/kg) : 1.0 이하
⑧ 총수은(mg/kg) : 1.0 이하
⑨ 총비소(mg/kg) : 1.0 이하
⑩ 대장균군 : 음성
⑪ 붕해시험 : 적합",(주)한풍네이처팜,
